,0x,1337coin,1credit,2give,300-token,42-coin,808coin,8bit,9coin,abncoin,aces,acoin,adcoin,adelphoi,adshares,adtoken,advanced-internet-blocks,adx-net,adzcoin,aeon,aeternity,agoras-tokens,agrello-delta,agrolifecoin,aidos-kuneen,allion,allsafe,alpacoin,alphabitcoinfund,altcoin-alt,ambercoin,amis,ammo-rewards,amsterdamcoin,anarchistsprime,animecoin,anoncoin,antibitcoin,antilitecoin,antimatter,applebyte,applecoin-apw,apx,aquariuscoin,aragon,arbit,arcade-token,arcticcoin,ardor,argentum,argus,aricoin,ark,artex-coin,asch,aseancoin,asiacoin,asiadigicoin,asiccoin,asset-backed-coin,atbcoin,atc-coin,atmcoin,atmos,atomic-coin,audiocoin,augur,aureus,auroracoin,aurumcoin,avatarcoin,aventus,avoncoin,axfunds,axiom,b3coin,bagcoin,bancor,bankcoin,basic-attention-token,bata,batcoin,bbqcoin,bcap,beatcoin,beavercoin,belacoin,benjirolls,berncash,bestchain,betacoin,biblepay,bigup,billarycoin,billionaire-token,binance-coin,biobar,bios-crypto,bipcoin,birds
aces,-0.0600942395892,0.0972212258453,0.214027288125,-0.0193422926865,0.0529939517222,-0.00747062726971,-0.0995425828691,0.0277068955289,-0.045677643101,-0.0141474370681,1.0,-0.00688516677983,-0.0656603300423,0.0739389041109,-0.0302380064448,0.0355914474625,-0.0107496734416,-0.112537677678,0.0576295224142,0.0504283547113,0.00718329769948,-0.0453740634399,-0.0469049829393,-0.0379456540565,0.0168560941081,-0.0559403874659,-0.0776553960666,-0.00737058759768,-0.0144321849835,0.0197838891882,0.0278246530186,0.0123642687717,-0.000354206097821,-0.023306538858,-0.0211381197577,-0.0714994586935,-0.0225937486951,-0.0302457856528,-0.0101372029188,0.0290612456085,0.0790085801182,-0.00162671419759,0.0106871929149,0.036353873936,0.0398781032683,-0.0028802473856,-0.00969315774603,-0.0478038118603,-0.0217053703027,0.00227921752538,0.0392169031681,0.0770609611089,0.0185476544316,-0.0353290487701,-0.0501605804977,0.0243928775237,-0.0274875616601,0.114675752565,-0.0406404504881,-0.0152655858737,-0.0363457376637,0.0845260040012,-0.114352860963,-0.0046031731654,-0.0408910750858,-0.032752927492,0.142171620144,0.059095405191,-0.0281767264207,-0.0339639229532,-0.0765724926621,0.064942095823,0.0203395866149,-0.0391803570806,-0.0663902888008,0.109409441898,0.0106723857362,0.0316144260412,0.100821087225,0.0280009461849,0.0173533747789,-0.0209590768026,0.318842226602,0.00511635961754,-0.00503673991958,-0.0159782834406,-0.0243822356794,-0.0146711303297,-0.0390118420004,-0.0426181639487,0.0175539771087,-0.00414025157521,-0.0421734711125,-0.046912168428,-0.0797081620487,0.0224089782394,-0.0576116241215,-0.0755992440182,-0.0735713974868,0.0152183436278
acoin,-0.0794997916986,-0.00901425548851,0.0040591342543,0.0463030153878,0.0328940658231,0.0258726032066,0.104000191233,0.00748935760298,0.000922332588146,-0.00359648613735,-0.00688516677983,1.0,0.0237735496563,0.0051377789315,0.00651577027858,-0.0272708033756,0.0167877561512,-0.0269723782561,-0.00538857895876,0.00136678461124,0.0145379189764,-0.0228384480111,0.0132967636471,-0.0238844170946,0.00639549559953,-0.0212522542926,-0.0614069997249,-0.0262201706831,-0.0195212360435,-0.0027315333517,0.0636633179971,-0.000540845635303,0.0892805134261,-0.00111606694825,0.0573820757211,0.032804936644,0.0560676538583,-0.0698105141444,-0.0527972282715,-0.0215217795824,0.00883430708577,-0.0579700561393,-0.0114774891173,0.0591798661061,0.0341091449786,-0.0039395249085,-0.00634459529609,-0.0118043926664,-0.00244239185608,-0.0650875560839,-0.0165383331884,-0.0138447283655,-0.0797027287801,0.172092241714,0.0336085376085,-0.00252728125002,0.149746388123,0.00652283510139,-0.0416273048282,-0.0100612020971,-0.0523183031529,0.0164029877229,0.0335736532444,-0.0483492120374,-0.00695659652025,-0.040343728788,0.0944683488137,0.0134208421461,0.00383601818745,0.0208233548039,-0.00491808987611,0.0401462721533,-0.0222270143548,-0.00891433819871,0.0550342999614,0.0365037053397,0.0785219720916,-0.0648652448581,0.0167772070482,0.0447229556795,0.010033165575,-0.008678281498,-0.0321135979165,-0.0249699874314,7.03382931915e-05,0.00429493416711,-0.00133490669531,-0.0260972145987,-0.00181564830771,0.0395871298643,-0.0106662225428,0.00673353489003,-0.0163349946539,-0.00854720633568,-0.063580724605,-0.0358584302051,-0.0564741885109,-0.0046713761214,-0.00184683984493,-0.0162700456774
adcoin,0.0257786436541,0.054283896351,0.085341998533,-0.0296051681209,0.00988677205024,-0.00187713884316,0.0225315764138,-0.00306643272334,-0.0308906724148,-0.0113214767333,-0.0656603300423,0.0237735496563,1.0,-0.0354937895738,-0.040720719799,-0.0469129817727,0.00065993923249,-0.00468713718013,0.0138923760929,0.0319423360067,0.000862768328885,-0.0114036902822,-0.0233899174192,-0.00496575387277,-0.0679360251066,-0.0188458641311,-0.00431992730218,-0.0218082185228,-0.0258250008247,0.0190597233068,-0.0305658911072,-0.0177511722263,0.107555521091,0.0065555394975,0.00103693760653,0.00326389039161,0.0262598336043,-0.0209414658142,0.0148372459118,-0.0111905265696,0.0723020080727,0.0211974523905,-0.0508486809314,-0.0231449784114,-0.00240870975592,-0.0199300217466,0.0087878252246,-0.0193700254402,0.0343342519805,-0.00586009843918,-0.0033848817669,-0.0163790248826,0.098688987191,-0.0562943767623,0.0285643309439,0.00482429743666,-0.0321444690914,-0.0298720339728,-0.003074746415,-0.00664081720384,0.00182487909284,0.0110217584207,0.0225513162159,0.0388584535388,-0.0177395309671,0.000699718004244,0.0278611222111,-0.0204710787276,0.0200255075874,-0.0183797830031,0.0628312561547,-0.0523470276505,-0.042017682426,0.00882907279315,-0.0429397827237,-0.0683378352822,-0.0344791211677,0.00854923048511,-0.0155139756473,-0.0342903030228,0.0287051328021,-0.0247326636006,-0.0101490140468,0.00143446181299,-0.0547219624892,0.0175964425819,-0.0235021765664,0.0119309533951,0.0113703293906,-0.0221247551168,0.00623524422501,-0.00292767340914,0.0321871368593,-0.0649439743942,-0.0349701274242,-0.0244616666353,-0.0163825902699,0.00106026026615,-0.00110839232403,0.0295675901672
adelphoi,-0.00963186082294,0.172385445294,0.00300505986218,0.0151432857146,-0.00843785351603,-0.0022826393638,0.00282264539172,-0.00236635721168,0.0380564383889,-0.032067849542,0.0739389041109,0.0051377789315,-0.0354937895738,1.0,0.00742773369303,-0.0192548757276,-0.0209781317518,-0.010465284404,-0.0376411753534,-0.0334696711223,0.0269446336085,0.0692268096944,0.0261119744073,0.00495988009184,0.0111464017284,0.0270902462863,-0.0117062532994,-0.0546206316962,-0.00574799035058,0.0134595659054,0.00957685624177,-0.00171527892443,-0.0252741044417,0.00166376650352,-0.00490331190312,0.0411881721723,0.00468261245952,-0.0107875883682,-0.0237727805959,0.0046398487928,-0.00814051661239,0.0202118776198,0.0643833402692,-0.00758192499578,0.0592930792986,-0.0124311840471,-0.0180524666442,-0.00629013397609,0.0242208565686,-0.00986709627284,0.0203192066007,0.00407505170197,-0.0485399712263,0.0245158118198,0.0281041074486,0.0436196363513,-0.00858314441222,-0.0133150344253,-0.00688144442348,0.109019536096,-0.00138394407047,0.0357871907962,-0.0348057379086,0.0756192183356,0.00158839149384,-0.047160285126,0.00347061222761,0.019376643423,-0.0251053403679,0.00854628180632,-0.0404724403955,-0.0180076488069,-0.0070751605497,0.0203314078727,0.0231600991245,-0.060065681296,0.00786924329281,0.0563191633953,0.00267373369782,0.0695347042633,-0.0205363230746,-0.0189408989537,-0.00330441251133,-0.000579978028251,0.0034197694336,-0.0307747269329,-0.00495888118703,0.00462097228893,0.0603760022858,-0.00876235199731,-0.0303397036493,0.015498585924,-0.035970188936,0.0417388942321,0.0590582145481,-0.00983914928744,0.0464429926328,-0.00662097084795,0.00879576214114,-0.0405170633703
adshares,0.011434785334,0.0338955869359,0.0388257765837,0.00520000390472,-0.0221377307188,-0.0152032054554,-0.0341190271451,-0.0102987022294,-0.0262742518696,-0.0323562331193,-0.0302380064448,0.00651577027858,-0.040720719799,0.00742773369303,1.0,-0.0250710482268,0.0301734816774,-0.00118899449296,-0.0104986847963,-0.0410337135467,0.0718745482535,-0.00201279648887,-0.011037808702,0.0429785744577,0.0340868862199,-0.0424167871285,-0.00663290782959,-0.0214616536063,0.00988957580448,-0.0353130033324,0.0450035021162,-0.0201254021622,-0.0246993769036,-0.0166821737104,0.00430925668137,0.00501074439605,-0.00696880817783,-0.0929922901148,0.0060310716384,-0.0445723125364,0.0170816256441,0.00250110110984,-0.0334527578449,-0.0105487006989,-0.0665772256208,-0.00229069764104,0.00503396210999,0.0112217373121,0.123474800662,-0.0287443482944,0.0247426886372,-0.00264367415472,0.0156931688599,0.0295461643281,-0.0242256171583,-0.0114177485734,0.0365427396454,-0.0553647794507,0.000450274332789,0.00163663922371,0.00604865690892,-0.0342328841955,0.0426656268931,-0.0448742744142,-0.0385117003627,0.00498128284781,0.0112258683834,-0.0480536517958,0.00960507772086,-0.0291492175763,-0.059567300296,0.133641290469,-0.0104264428373,-0.00720003029489,0.0296429879808,-0.0411612494771,0.0331904922213,0.00572740151631,-0.107494633028,0.00179399641726,-0.0148552828963,-0.00691286224747,0.0135907865913,0.00846759218845,-0.00709678542472,0.0119201806511,0.03236034835,0.0117377040595,-0.000761125158003,0.00929424167171,-0.00214857183473,0.00672156787949,-0.0685559641863,-0.0348645539702,0.0333472206045,0.0133989097445,-0.0281489945153,-0.00312989852374,-0.00638987820216,0.00928435137486
adtoken,0.0522082220274,0.0340811976906,0.0374590190445,-0.0533875527072,-0.00785337269684,0.00745916997176,0.0298828243302,-0.0200459293484,-0.0210551225104,7.64556921963e-05,0.0355914474625,-0.0272708033756,-0.0469129817727,-0.0192548757276,-0.0250710482268,1.0,-0.0483853118915,0.0988001095811,-0.00104448517525,0.0181038978101,-0.0212525288305,0.0157474810503,0.0332037208068,-0.01711216893,0.0813178881372,0.0146874928394,-0.012004381953,-0.0143229711092,-0.00640046404537,0.0380310986749,0.10835293507,0.0222712550229,-0.0518857231873,-0.0358631843254,-0.0116792480886,0.000460029840894,-0.0321073349138,-0.00504554191746,-0.000284639266107,-0.0361093284198,-0.0716188404203,0.0361850147625,0.0279587455025,-0.0438033617894,-0.0466996116238,0.00709643539271,0.0188722331188,-0.0236116066634,0.0502108257958,-0.0292571449651,-0.0175244276486,-0.0104068482749,-0.030024059016,-0.00841577398506,0.00877118532766,-0.000355768537246,0.0063105553204,-0.027018259654,0.0186715375513,0.00469530347996,0.00418948440887,-0.00264642884529,-0.0243444120298,-0.0174244871898,0.0129379840645,0.0300990798739,0.0220863310907,-0.0849632133276,-0.0235065910004,-0.0130032717073,-0.0404518103425,0.000774203992031,-0.000111496773391,-0.0267540865493,-0.0154150302296,-0.00876617618335,-0.010872611791,-0.0160155994447,-0.0266615317238,-0.0633680022129,-0.0155060473097,0.0259209856288,-0.00937887651978,-0.0609745318377,-0.00443126491761,-0.0498969104312,0.00964740868039,-0.0236801755374,0.0679242147536,0.0105729437544,0.039833570677,0.0414950098574,-0.0197276121302,0.0182532844426,0.0207270898989,0.151340093925,0.0299339795684,-0.0258907797142,-0.00659930257539,-0.00136222491556
advanced-internet-blocks,0.0270236178659,-0.0108038933644,0.0441075764285,-0.0284757785229,-0.00285359951347,0.00293502321319,0.0915136148606,-0.0272856661109,0.105881211822,0.100684451404,-0.0107496734416,0.0167877561512,0.00065993923249,-0.0209781317518,0.0301734816774,-0.0483853118915,1.0,0.00213362179909,0.00355070573468,0.0286158208936,0.00646390780703,0.0421699545437,-0.0090196572026,-0.0271534379519,-0.0453674453045,0.028461566998,-0.0199015289293,-0.0174831122353,-0.00796434660241,-0.0223775913295,0.037318841754,-0.0073972665581,-0.00870020334885,-0.0143155476733,-0.0193661216354,0.0978145090703,0.198686195376,0.0488823621094,0.0281309505064,0.0302676672894,0.0483205356014,-0.0270770873386,0.011768168311,0.00713820798062,-0.0707180456055,-0.0517701650044,-0.0421541846531,-0.0351019694752,0.143709643143,0.0179377059721,-0.00741479953535,0.0446014217263,-0.0259497045753,-0.00891537075079,-0.0462346992799,-0.00347537854993,0.02678149737,-0.00348529060806,0.00246662831421,-0.0110283156886,0.0144449498052,-0.0094051026867,-0.0444521539145,-0.00630008801283,-0.0014249487189,0.000585214714451,0.0197326592593,0.0432257307598,-0.0137954070441,-0.0228990305534,0.025397216739,-0.0066649618981,0.0301745276241,-0.00457190869311,0.0408486012362,0.0386105807329,0.0356197193954,-0.0739681896475,-0.0530277670901,-0.0054546682391,0.0437821560215,0.0365262629017,0.00205249237978,-0.079078156632,0.004739337641,0.0222239872661,0.0312475658265,-0.00411668897423,0.00929162999809,0.0267534127607,0.00569437402752,0.0509240763725,0.00662366661653,-0.0216859941012,-0.029800026403,0.0653033183287,-0.0178942162895,0.00304666388084,0.00161800489465,-0.0396891107427
adx-net,0.0499981953772,0.0443450214277,-0.00351546857061,-0.0512655166297,-0.0197797896881,0.00608412659627,0.0877751055212,0.0138255219748,-0.000379243360923,0.0106254712497,-0.112537677678,-0.0269723782561,-0.00468713718013,-0.010465284404,-0.00118899449296,0.0988001095811,0.00213362179909,1.0,-0.0469820010611,-0.0142001825955,-0.0133693724602,0.0480635146074,-0.0172485941223,-0.0334241586878,0.00624261300158,0.0133591716007,-0.00622755077896,0.00639575218642,0.0301473445635,0.0367419684839,0.0328173688606,0.0123586817993,0.0207568256418,0.0151700903293,0.00310207394844,0.0223360071334,0.00319582666828,-0.0810508616234,0.00811659550932,0.0181818077277,-0.0342562516973,0.0269202555148,0.0743533751049,-0.0295397430518,-0.0250051504953,-0.0170933544362,0.0184299746391,-0.0156959791615,-0.0240904157262,0.00304957844371,0.00958857533969,-0.00167980660544,-0.0087559667628,-0.0447698646488,-0.00634766846027,-0.00698434352114,0.00715063436705,-0.037396218133,0.0248035908916,-0.00429518066451,0.00928553286095,0.00959771468787,0.0143273158762,-0.023160967417,0.0140935403406,0.0361163680112,-0.0521539515604,-0.0113786997168,0.0484658436836,-0.0119278467165,0.0164550966703,-0.0131191821529,0.000409155072422,-0.00195623535858,-0.0338531044818,0.0294703887178,-0.0668649504113,-0.00919039275135,0.0254904628126,-0.0429632034685,-0.00905568680373,0.0245259951783,0.00505842516092,-0.0280168906848,-0.015891278124,-0.0153645354438,0.0114451615535,0.0268205294533,-0.0383400445294,-0.0816273642115,0.0081574804455,0.0524646028327,-0.0646200000855,-0.00579979952513,0.0742190805643,0.186466021577,-0.0553240111921,0.0185599566918,-0.0177116647792,0.00863713117703
adzcoin,0.0271316916402,-0.0148099462297,-0.0486003717445,0.156090433869,0.0728246536369,-0.00177054898365,0.0288750943705,0.347040490912,0.0441129977413,0.0245817941087,0.0576295224142,-0.00538857895876,0.0138923760929,-0.0376411753534,-0.0104986847963,-0.00104448517525,0.00355070573468,-0.0469820010611,1.0,0.0524405673932,0.0336454146718,0.0154491143761,-0.0105214250975,0.08553672117,0.00468405741684,-0.0104582045744,-0.0174330369287,-0.0260042746125,-0.00826057991133,-0.0227494425191,0.0513186156645,0.00502259404246,-0.0348821427081,0.0917628854808,-0.027873154299,-0.0199663525872,-0.0119862727946,0.0172089097308,0.0425997415197,0.0055782392621,0.078876083967,0.0144002421116,0.0272643047185,0.0303469262736,-0.0410540569657,-0.0133907819308,-0.0258315034916,-0.000553600552764,0.0835515464977,0.0204133949509,-0.0720850814197,0.0462134490894,-0.0342848832013,0.0631022548391,-0.025136450662,0.0597008888079,0.0407200768563,-0.0146476201561,-0.0135591746502,0.00821623001877,0.0262144285514,0.0459199080656,-0.0641655966312,-0.00797348143593,0.0214004899757,0.0544043687054,0.0194243151658,-0.0468098917309,0.048299145351,0.0224411167345,-6.93907197233e-05,-0.0313665687695,-0.0494155953524,0.0329616643974,-0.0660523699012,0.0898158429853,0.0118837810021,-0.0467300169602,0.0842760655398,0.0109247768824,0.0630531952215,0.058619107832,-0.0211330686768,-0.0520125355506,-0.00247965683708,-0.12891950562,0.132846064089,0.011763830545,0.0360989561091,0.165302640644,0.0222605158974,0.0950856737408,-0.0524621361455,0.0679840025093,0.018712297958,0.0166036197374,-0.0277073149873,-0.00172144202351,-0.000521213882466,0.0359042982866
aeon,0.0129984685297,0.0179935746448,-0.0203976651923,-0.0145900156074,0.0107155118408,-0.0228995101505,0.0244423726528,-0.0203379103415,0.0137048255,0.0196672479966,0.0504283547113,0.00136678461124,0.0319423360067,-0.0334696711223,-0.0410337135467,0.0181038978101,0.0286158208936,-0.0142001825955,0.0524405673932,1.0,0.0588624273075,0.014390485684,0.0147169009902,0.00105393926464,0.0341246268086,-0.0100019938506,0.0988085861222,0.0381522594041,-0.0356933401999,0.0362871357895,0.0690057244327,-0.0160325376886,0.0307141522524,0.0229754219496,-0.0571459812282,-0.0219099646704,0.00656661810378,0.00677072643129,-0.000624879079286,0.0288369980263,0.0441368576827,0.0244194896575,0.0388750787719,-0.0104917867092,-0.0224140043294,-0.024634677633,-0.02618640034,-0.0260906801672,0.0753994853553,-0.00633654345569,-0.0171589929489,0.0967504051701,0.0310863370268,-0.0375091347664,-0.0526707758775,-0.0136519402032,0.0222065679604,0.0358719377349,-0.0328710672857,-0.0110454221485,-0.061543033427,0.0620540779231,-0.0155393404539,0.00272257230568,-0.016534958277,-0.00805347195607,0.0914891359876,-0.0498377782828,0.0371941186936,-0.0195777918181,0.0686434814353,0.058773261268,0.0851181216624,0.0343354450124,-0.033842617818,0.0773994843792,0.00954815307318,0.0672074782132,0.0155024596796,-0.0529111756068,0.126445209506,-0.00828206286462,-0.0159742714129,-0.0466634511342,-0.0152206944276,0.0174387992683,0.0359988945749,-0.0376678160385,-0.0144117563276,0.0534874498399,0.0149653644193,-0.00571961091844,0.0249925187759,-0.0206757474409,0.0438074260662,0.0310113213048,0.0221664254805,0.0221582573479,0.00279550347462,-0.022595701979
aeternity,-0.033055421752,0.0656023751892,0.0547611898612,0.00511959185536,-0.0480981108416,0.00300839848366,0.039775123984,0.0705410994963,0.0227855386208,-0.00320648403476,0.00718329769948,0.0145379189764,0.000862768328885,0.0269446336085,0.0718745482535,-0.0212525288305,0.00646390780703,-0.0133693724602,0.0336454146718,0.0588624273075,1.0,0.0111556565019,-0.00828012231355,-0.0473823760834,0.0592639137084,-0.0134528137479,-0.00464554030265,-0.0368250020997,0.00645309138693,-0.0232152639582,-0.0143134991466,-0.001031083547,0.0222150642925,0.00805201255163,-0.000437731847764,0.0273892813174,0.0132009350091,0.0347167184934,-0.0258704860327,0.0258095207637,0.0152142153349,0.0112339093234,-0.00597073616159,0.0180904888388,0.0133471223636,-0.00972721120804,0.00999420651065,0.0386397953551,0.0136948642128,0.0487754809502,-0.0138270964338,-0.0082251472466,0.0135239947331,0.0382887392621,-0.0088192980622,0.0400352665056,-0.0255587272876,0.0714609939038,-0.00597831189375,0.0527696025733,-0.00980857514312,-0.0170090160828,0.0258318284252,0.0063599459747,-0.0454940358614,0.0171288744311,0.00891242811535,0.0277599146436,0.00414627964293,0.0354686124646,0.0261576480196,0.0544222136824,0.00398086298635,-0.0148727402551,-0.0499352757491,0.0269534956673,-0.0401924625538,0.110897725638,0.00782081122765,0.00524625838694,-0.00565636135061,-0.00481653862797,0.0130798449673,0.0404188211635,-0.08504466918,0.071198152541,0.00805748722605,-0.00584652474568,-0.0350172033632,0.04209747664,-0.0187008917498,0.0082896705458,0.0140314590097,0.0231514067452,-0.0588901981823,0.0555342556199,-0.0146690229289,0.0340213763308,0.0579702369816,0.0362931618279
agoras-tokens,-0.00647123403708,0.0035133056953,-0.0316235718403,0.0385167277089,-0.00301674350824,0.0417484281102,0.0816496903546,-0.0222590393063,-0.0583921971731,0.0245091664185,-0.0453740634399,-0.0228384480111,-0.0114036902822,0.0692268096944,-0.00201279648887,0.0157474810503,0.0421699545437,0.0480635146074,0.0154491143761,0.014390485684,0.0111556565019,1.0,-3.32836154187e-05,-0.0542088008574,0.0260269217405,-0.0640193951792,-0.0279794540698,0.0234774861942,-0.0663368237874,-0.0164997384389,-0.0506058029143,0.0295073689335,0.00295757061259,-0.0149605475019,-0.0333127166713,0.016094954378,-0.0125618897396,-0.0222318902115,0.184862477224,-0.0118142690035,0.0662665929711,0.0420870573137,-0.0216658115157,0.029368324318,0.0415168384303,-0.0357792524108,-0.00677096724092,0.00560849750115,0.172527075086,-0.041900410607,-0.0149801108535,0.0343503624853,-0.0238305903549,0.0149882183106,-0.0373068772999,-0.00758566801644,-0.0451046740071,-0.0066687818909,-0.036770599683,0.0105359257306,-0.045314408949,0.0180733259077,0.0241462248651,0.0229388452334,0.0113284092662,0.06162026041,0.0591268646128,-0.00480680784191,-0.00109843655507,0.0668727335585,0.0187262692677,0.0209419687773,0.0761606393254,-0.00399113674214,0.0673991829416,-0.00711158981759,0.0589738810774,-0.0326055098142,-0.0190547054957,-0.0378925527386,0.0606308749587,-0.00531533810197,-0.0129124565569,0.012730365365,-0.0138580930621,0.00931871616185,0.0362727921045,-0.0159277037763,0.00472442370202,0.0239679265209,-0.0162575161991,-0.000558275922801,-0.028796768984,0.0793376652384,0.0109214382961,0.0780090979587,-0.0379067766593,0.0172272450715,0.00159337400599,0.0169820677278
agrello-delta,0.034664253642,0.0439992254392,-0.0127144138642,0.00477589532378,0.00963909141486,-0.0108463348984,-0.0192953411436,-0.00591229240928,0.0612940781318,-0.0124805288915,-0.0469049829393,0.0132967636471,-0.0233899174192,0.0261119744073,-0.011037808702,0.0332037208068,-0.0090196572026,-0.0172485941223,-0.0105214250975,0.0147169009902,-0.00828012231355,-3.32836154187e-05,1.0,-0.000212176344152,-0.00927175872073,-0.00252575962747,-0.00190418522297,-0.0027666605058,-0.0125641323606,-0.0226150665549,0.0103965158488,0.000206820485614,0.0138146464277,-0.0125742456311,0.00536312228608,0.0343062185646,-0.00481736998555,-0.0190118221691,-0.0289891779776,-0.00964093546813,-0.0564603617566,-0.00820262614294,-0.0361938937216,-0.0232312274413,-0.0017862259286,-0.0136512203192,-0.00603296594368,-0.0207945569424,0.0414002771357,0.0020556646515,0.00328076112295,-0.00655703135353,-0.078471039881,-0.0228282381928,0.0244537447001,-0.00555182365331,-0.011149230516,0.0419992048696,-0.00366014253028,0.027282046654,0.0215436529898,0.0228728215244,-0.0281092565299,0.00152653333519,0.00043364603343,-0.0202407150174,0.00537198741902,0.00945023916761,0.0139590186891,0.00599324327964,-0.0175596496155,-0.000376005796065,-0.00108235814807,-0.117228531716,-0.039826018149,-0.0456953327224,0.0240794520002,-0.0182145821089,-0.0293261839033,0.0483204643337,-0.00964178953498,0.000434819637046,0.00915583220899,0.0211047436913,0.000548404217439,-0.0163042727516,-0.00250345462768,-0.0264636494352,-0.00183176685908,0.00754650690394,0.00536106620542,-0.0439523836115,-0.00537698296163,0.0187279372085,0.0436893866101,-0.0141599087305,-0.0287589158346,-0.00741450824485,0.00185476767643,0.00730372384357
agrolifecoin,-0.122681405275,0.027775169203,-0.0213884928608,0.00570528440118,0.0175956046341,-0.0242898754114,-0.0204989492138,-0.0847105525472,0.0420658139798,0.0317973001063,-0.0379456540565,-0.0238844170946,-0.00496575387277,0.00495988009184,0.0429785744577,-0.01711216893,-0.0271534379519,-0.0334241586878,0.08553672117,0.00105393926464,-0.0473823760834,-0.0542088008574,-0.000212176344152,1.0,-0.0215227866692,-0.0672414522448,0.0547936483519,-0.0287010206621,-0.0102658837493,0.194259799556,0.0293901360695,-0.0195143820537,0.0540863187873,0.0102369960707,-0.0560536633626,-0.015228943087,-0.0691889621553,-0.0263790032723,-0.0792387618527,0.00602661285726,-0.043768560917,0.00124684477871,-0.0230231868574,0.0548719514977,-0.022706787917,-0.00443037572683,-0.0112795175465,-0.0110613187335,-0.0353185642291,0.0118692899414,0.0888987569703,-0.032478035263,0.021786694416,-0.0794235165534,-0.0100500291183,0.267752246567,-0.0440612828953,0.0533790933041,-0.0296350545599,0.0240995104132,0.0961598230544,0.0114275298226,0.102210568773,0.0169722719587,-0.0232176068968,0.103574923902,0.109007631117,-0.0387537441905,-0.0838749064848,-0.00428760767113,-0.0477197008317,-0.153275810888,-0.0867842972727,0.00547365388121,-0.0138999574905,0.0110113754316,-0.0127422670503,-0.0766861168235,-0.0249929612267,-0.086294968284,-0.0335590699891,-0.021540634938,0.0257382809092,0.060815058768,0.0191895615987,0.050011858905,0.0514035919467,0.241846246575,-0.0792051436972,8.68360902538e-05,-0.0302358618998,-0.03782969715,-0.0898352147751,-0.0492217004308,0.0133347922505,0.0708114156148,0.00523048055596,-0.0124003553704,0.000233160425735,0.161534322975
aidos-kuneen,0.0222993769289,0.0878532638089,0.017775326182,-0.0241369453382,0.0110866147875,0.0147223390993,0.0326997872538,-0.00810604225463,0.023571989674,-0.0358556408793,0.0168560941081,0.00639549559953,-0.0679360251066,0.0111464017284,0.0340868862199,0.0813178881372,-0.0453674453045,0.00624261300158,0.00468405741684,0.0341246268086,0.0592639137084,0.0260269217405,-0.00927175872073,-0.0215227866692,1.0,0.028496483169,-0.0068828101698,-0.00179453975676,0.0376139216489,0.0131774731787,-0.00679166514769,-0.00520748431885,-0.00233335239723,0.130974381257,-0.0152471322889,0.0021314822003,-0.0504436738459,-0.0340448843525,-0.113819065785,-0.00851898197318,0.0201327271599,0.0183172952134,-0.0708040323909,0.0243239254588,-0.041507200789,0.00791344844451,-0.0164871500777,-0.045293850416,-0.0511211822499,-0.0194238522778,0.0181296920822,0.119405639074,0.0171424032087,0.0586464545001,-0.00281899664989,-0.00843451249447,0.00857354440019,-0.00856235474483,0.00530849793537,0.0152985490069,-0.0077190116777,-0.019648940265,-0.000936075614542,0.0225486654016,-0.0418922296577,-0.0473956865269,0.00402436919537,-0.0232190926933,-0.00203491404695,0.0307134437658,0.0850873067713,0.0134266149754,0.00303333803634,0.00185862337992,0.026988021413,-0.0418139649178,-0.0379015219218,0.0515863488239,0.00705560830607,-0.00538778794937,0.0188861912983,-0.0153720822388,0.00779570538351,0.00792912958307,-0.0279142119231,0.0194620861331,-0.0136037993129,-0.00311863093052,-0.0040811375539,-0.0102318854443,-0.021697872224,-0.134350934612,-0.104513491055,0.0111442171852,-0.0153029082612,0.014742187528,-0.0479749961421,-0.00508803330206,0.0186845744179,0.00577089299575
